course_code,course_name,link
MATH 580,Advanced Complex Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3039?entityType=Course&reportId=422
MATH 582,Mathematical Biology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2454?entityType=Course&reportId=422
MATH 592,Research Seminar,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2377?entityType=Course&reportId=422
MATH 599,Thesis Research Preparation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2378?entityType=Course&reportId=422
MATH 601,Analytic Number Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2657?entityType=Course&reportId=422
MATH 620,Asymptotic Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2375?entityType=Course&reportId=422
MATH 676,Advanced Partial Differential Equations with Applications,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2376?entityType=Course&reportId=422
MATH 677,Introduction to Nonlinear Dispersive and Wave Equations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2349?entityType=Course&reportId=422
MATH 680,Potential Theory and Polynomial Approximation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3036?entityType=Course&reportId=422
MATH 682,Applied Functional Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3037?entityType=Course&reportId=422
MATH 691,Thesis Proposal,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2383?entityType=Course&reportId=422
MATH 692,Thesis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2384?entityType=Course&reportId=422
MATH 700,Doctoral Thesis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2664?entityType=Course&reportId=422
MATH 700,0 Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2665?entityType=Course&reportId=422
MATH 701,Real Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2385?entityType=Course&reportId=422
MATH 702,Functional Analysis with Applications,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2663?entityType=Course&reportId=422
MATH 711,Abstract Algebra,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3294?entityType=Course&reportId=422
MATH 714,Advanced Operations Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2885?entityType=Course&reportId=422
MATH 721,Nonlinear Differential Equations with Applications,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2451?entityType=Course&reportId=422
MATH 722,Advanced Partial Differential Equations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2419?entityType=Course&reportId=422
MATH 740,Advanced Statistical Learning,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3100?entityType=Course&reportId=422
MATH 742,Advanced Statistical Programming,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3101?entityType=Course&reportId=422
MATH 751,Probability Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2882?entityType=Course&reportId=422
MATH 761,Mathematical Finance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2883?entityType=Course&reportId=422
MATH 771,Operations Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2884?entityType=Course&reportId=422
MATH 776,Advanced Numerical Methods for Partial Differential Equations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2647?entityType=Course&reportId=422
MATH 780,Research Methods and Ethics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2662?entityType=Course&reportId=422
MATH 791,Topics in Mathematics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2911?entityType=Course&reportId=422
MBA 01,Introduction to General Management Principles,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/420?entityType=Course&reportId=422
MBA 02,Foundations of Financial and Managerial Accounting,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/426?entityType=Course&reportId=422
MBA 03,Leadership & Communication,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/421?entityType=Course&reportId=422
MBA 04,Data Anatytics for Managers,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/423?entityType=Course&reportId=422
MBA 05,Principles of Finance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/427?entityType=Course&reportId=422
MBA 06,Economics for Managers,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/422?entityType=Course&reportId=422
MBA 07,Management and Organizations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/424?entityType=Course&reportId=422
MBA 08,Marketing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/429?entityType=Course&reportId=422
MBA 09,Entrepreneurship,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/428?entityType=Course&reportId=422
MBA 10,Foundations of Strategy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/425?entityType=Course&reportId=422
MBA 11,Operations Management,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/430?entityType=Course&reportId=422
MBA 12,"Environmental, Social and Governance Factors (ESG) for Business",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/432?entityType=Course&reportId=422
MBA 13,Practicum Project,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/431?entityType=Course&reportId=422
MBAE 01,Corporate Finance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/433?entityType=Course&reportId=422
MBAE 02,Negotiations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/434?entityType=Course&reportId=422
MBAE 03,Investments,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/435?entityType=Course&reportId=422
MBAE 04,Supply Chain Management,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/436?entityType=Course&reportId=422
MBAE 05,International Finance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/437?entityType=Course&reportId=422
MBAE 06,Strategic Marketing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/438?entityType=Course&reportId=422
MBME 600,Research Seminar,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1009?entityType=Course&reportId=422
MBME 601,Master Thesis I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/987?entityType=Course&reportId=422
MBME 602,Master Thesis II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/988?entityType=Course&reportId=422
MBME 603,Biomaterials Science and Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/989?entityType=Course&reportId=422
MBME 604,Biosensors,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1010?entityType=Course&reportId=422
MBME 607,Advanced Tissue Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/991?entityType=Course&reportId=422
MBME 610,Anatomy and Physiology for Biomedical Engineers,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/887?entityType=Course&reportId=422
MBME 700,Strategies for Controlled Topical Delivery of Drugs,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/888?entityType=Course&reportId=422
MBME 708,Biomedical Imaging,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1007?entityType=Course&reportId=422
MBME 709,Mechanics of Living Tissues,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/990?entityType=Course&reportId=422
MBME 710,Biophotonics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1006?entityType=Course&reportId=422
MBSB 611,Medical Anatomy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/490?entityType=Course&reportId=422
MBSB 612,Human Genetics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/494?entityType=Course&reportId=422
MBSB 613,Cellular Pathologic Basis of Disease,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/493?entityType=Course&reportId=422
MBSB 614,Fuel Metabolism,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/489?entityType=Course&reportId=422
MBSB 615,Immunology in Health and Disease,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/488?entityType=Course&reportId=422
MBSB 616,Medical Microbiology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/491?entityType=Course&reportId=422
MBSB 617,Pharmacology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/492?entityType=Course&reportId=422
MCEE 600,Research Seminar,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1093?entityType=Course&reportId=422
MCEE 601,Master Thesis I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1094?entityType=Course&reportId=422
MCEE 602,Master Thesis II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1095?entityType=Course&reportId=422
MCEE 603,Finite Element Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1033?entityType=Course&reportId=422
MCEE 604,Advanced Soil Mechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1282?entityType=Course&reportId=422
MCEE 605,Advanced Environmental Chemistry,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1292?entityType=Course&reportId=422
MCEE 606,Advanced Project Management,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/865?entityType=Course&reportId=422
MCEE 700,Structural Dynamics and Earthquake Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3436?entityType=Course&reportId=422
MCEE 701,Advanced Concrete Technology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1001?entityType=Course&reportId=422
MCEE 702,Structural Evaluation and Rehabilitation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1239?entityType=Course&reportId=422
MCEE 703,Theory of Physio-chemical Treatment Processes,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1293?entityType=Course&reportId=422
MCEE 704,Contaminated Site Management and Soil Treatment Technologies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1174?entityType=Course&reportId=422
MCEE 705,Environmental Modeling Development,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1056?entityType=Course&reportId=422
MCEE 706,Concrete Repair and Maintenance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1240?entityType=Course&reportId=422
MCEE 707,Geotechnical Earthquake Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1280?entityType=Course&reportId=422
MCEE 708,Advanced Foundation Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/896?entityType=Course&reportId=422
MCEE 709,Building Information Modeling in Construction,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/866?entityType=Course&reportId=422
MCEE 710,"Green Building - Concept, Design, Construction, and Operation",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1055?entityType=Course&reportId=422
MCEE 711,Soil Improvement and Stabilization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1281?entityType=Course&reportId=422
MCEE 712,"Advanced Pavement Design, Analysis, and Rehabilitation",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1002?entityType=Course&reportId=422
MCEE 713,Advanced Concrete Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1034?entityType=Course&reportId=422
MCEE 714,Advanced Wastewater Treatment,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1294?entityType=Course&reportId=422
MCEE 715,Sustainable Construction and Development,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1054?entityType=Course&reportId=422
MCEE 716,Unsaturated Soil Mechanics for Engineering Practice,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/897?entityType=Course&reportId=422
MCEE 717,Computational Modeling and Instrumentation in Geotechnical Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/898?entityType=Course&reportId=422
MCHME 600,Research Seminar,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1003?entityType=Course&reportId=422
MCHME 601,Master Thesis I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1004?entityType=Course&reportId=422
MCHME 602,MSc Thesis II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1005?entityType=Course&reportId=422
MCHME 603,Advanced Materials Processing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/909?entityType=Course&reportId=422
MCHME 604,Advanced Materials Characterization Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1323?entityType=Course&reportId=422
MCHME 605,Advanced Chemical Reaction Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1268?entityType=Course&reportId=422
MCHME 606,Advanced Heat and Mass Transfer,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1235?entityType=Course&reportId=422
MCHME 701,Advanced Chemical Thermodynamics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1210?entityType=Course&reportId=422
MCHME 707,Polymer Melt Fluid Mechanics and Processing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1302?entityType=Course&reportId=422
MCHME 713,Advanced Energy Materials and Their Application,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/910?entityType=Course&reportId=422
MCHME 714,Computational Materials Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1303?entityType=Course&reportId=422
MCPC 933,Cardiac Pathologies Clerkship,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/495?entityType=Course&reportId=422
MECE 600,Research Seminar,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1013?entityType=Course&reportId=422
MECE 601,MSc Thesis I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1157?entityType=Course&reportId=422
MECE 602,MSc Thesis II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1158?entityType=Course&reportId=422
MECE 603,Advanced Data Structures and Algorithms,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/876?entityType=Course&reportId=422
MECE 605,Probability and Statistics for Electrical and Computer Engineers,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/962?entityType=Course&reportId=422
MECE 606,Embedded Systems and Applications,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/895?entityType=Course&reportId=422
MECE 608,Energy Systems Operations and Planning,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1159?entityType=Course&reportId=422
MECE 700,Industrial and Commercial Power Systems,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1160?entityType=Course&reportId=422
MECE 704,Fundamentals of Signal Processing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1197?entityType=Course&reportId=422
MECE 707,Advanced Electronic Circuits,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1195?entityType=Course&reportId=422
MECE 716,Adaptive Signal Processing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1196?entityType=Course&reportId=422
MECE 717,Pattern Recognition and Machine Learning,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/920?entityType=Course&reportId=422
MECE 724,System Modelling and Control,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1219?entityType=Course&reportId=422
MECE 726,Modern Semiconductor Devices and Systems,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/935?entityType=Course&reportId=422
MECE 727,Biosensors,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1012?entityType=Course&reportId=422
MECE 728,Renewable and Sustainable Energy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1156?entityType=Course&reportId=422
MECE 729,Convex Optimization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/877?entityType=Course&reportId=422
MECE 730,Microfluidic Devices,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1070?entityType=Course&reportId=422
MECE 731,RF and Microwave Circuits,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1194?entityType=Course&reportId=422
MECE 732,Optical Communications,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/986?entityType=Course&reportId=422
MECE 733,Semiconductor Process Engineering for VLSI,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/936?entityType=Course&reportId=422
MEL 967,Gastroenterology and Hepatology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/496?entityType=Course&reportId=422
MFAM 860,Family Medicine Clerkship,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/497?entityType=Course&reportId=422
MICE 932,Intensive Care and Emergency Medicine Clerkship,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/498?entityType=Course&reportId=422
MILS 401,Integrated Life Sciences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/499?entityType=Course&reportId=422
MINE 201,Mineral Processing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/270?entityType=Course&reportId=422
MINE 301,Mine Surveying and GIS,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/272?entityType=Course&reportId=422
MINE 302,Fundamentals of Geomechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/273?entityType=Course&reportId=422
MINE 303,Mine Services and Materials Handling,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/264?entityType=Course&reportId=422
MINE 304,Resource Estimation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/286?entityType=Course&reportId=422
MINE 305,Rock Breakage,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/291?entityType=Course&reportId=422
MINE 306,Underground Mining Systems and Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/274?entityType=Course&reportId=422
MINE 307,Surface Mining System and Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/259?entityType=Course&reportId=422
MINE 401,Mining Geotechnical Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/260?entityType=Course&reportId=422
MINE 402,Mine Planning,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/287?entityType=Course&reportId=422
MINE 403,Coal Mining,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/275?entityType=Course&reportId=422
MINE 404,"Health, Safety and Sustainability in Mining",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/296?entityType=Course&reportId=422
MINE 405,Mine Ventilation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/297?entityType=Course&reportId=422
MINE 407,Mining and Environment,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/271?entityType=Course&reportId=422
MINE 408,Mine Risk Management,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/298?entityType=Course&reportId=422
MINE 489,Mine Design Project I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/265?entityType=Course&reportId=422
MINE 490,Mine Design Project II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/266?entityType=Course&reportId=422
MINE 501,Foundations of Mining,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/261?entityType=Course&reportId=422
MINE 502,Geology for Mining Engineers,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/292?entityType=Course&reportId=422
MINE 503,Applied Geostatistics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/288?entityType=Course&reportId=422
MINE 504,Mine Geomechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/267?entityType=Course&reportId=422
MINE 505,Advanced Mine Ventilation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/299?entityType=Course&reportId=422
MINE 507,Rock Excavation Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/293?entityType=Course&reportId=422
MINE 508,Advanced Rock Mechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/268?entityType=Course&reportId=422
MINE 509,Advanced Surface Mine Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/262?entityType=Course&reportId=422
MINE 510,Advanced Underground Mine Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/276?entityType=Course&reportId=422
MINE 601,Mine Management and Sustainability,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/301?entityType=Course&reportId=422
MINE 602,Mine Automation and Maintenance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/300?entityType=Course&reportId=422
MINE 603,Multivariate Geostatistics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/289?entityType=Course&reportId=422
MINE 604,Geology of Ore Deposits,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/285?entityType=Course&reportId=422
MINE 605,Mechanized Excavation and Tunnelling,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/294?entityType=Course&reportId=422
MINE 606,Underground Hard Rock Geotechnical Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/277?entityType=Course&reportId=422
MINE 690,Thesis I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/278?entityType=Course&reportId=422
MINE 691,Thesis II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/279?entityType=Course&reportId=422
MINE 701,Advanced Mine Geomechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/269?entityType=Course&reportId=422
MINE 702,Current Research Literature,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/302?entityType=Course&reportId=422
MINE 703,Advanced Mining Systems,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/280?entityType=Course&reportId=422
MINE 801,Advanced Mechanized Excavation and Tunnelling,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/295?entityType=Course&reportId=422
MINE 803,Advanced Geometallurgy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/290?entityType=Course&reportId=422
MINE 804,Unconventional Mining Systems,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/281?entityType=Course&reportId=422
MINE 805,Mine Robotics and Automation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/282?entityType=Course&reportId=422
MINE 806,Advanced Numerical Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/263?entityType=Course&reportId=422
MINE 890,Doctoral Thesis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/283?entityType=Course&reportId=422
MINE 890,0 Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/284?entityType=Course&reportId=422
MINF 821,Infectious Diseases Clerkship,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/500?entityType=Course&reportId=422
MMAE 600,Research Seminar,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1305?entityType=Course&reportId=422
MMAE 601,Master Thesis I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1306?entityType=Course&reportId=422
MMAE 602,Master Thesis II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/916?entityType=Course&reportId=422
MMAE 603,Modern Control Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1144?entityType=Course&reportId=422
MMAE 604,Advanced Computational Fluid Dynamics (CFD) and Heat Transfer in Mechanical Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1318?entityType=Course&reportId=422
MMAE 605,Advanced Manufacturing Processes and Strategies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/947?entityType=Course&reportId=422
MMAE 606,Research Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1307?entityType=Course&reportId=422
MMAE 700,Advanced Statistics and Probability,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1310?entityType=Course&reportId=422
MMAE 701,Numerical Techniques for Engineers,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1046?entityType=Course&reportId=422
MMAE 702,Sustainable Vehicle Transportation Systems,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1018?entityType=Course&reportId=422
MMAE 705,Design Optimization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1119?entityType=Course&reportId=422
MMAE 706,Computational and Unsteady Aerodynamics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/955?entityType=Course&reportId=422
MMAE 710,Space Structures Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/956?entityType=Course&reportId=422
MMAE 713,"Computational Fluid-Structure Interaction: Methods, Models and Applications",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1317?entityType=Course&reportId=422
MMAE 714,Space Flight Dynamics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1045?entityType=Course&reportId=422
MMAE 716,Digital Transformation Concepts,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1052?entityType=Course&reportId=422
MMAE 717,Advanced Materials and Composites,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1248?entityType=Course&reportId=422
MMAE 718,Advanced Systems Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1053?entityType=Course&reportId=422
MMAE 719,Rocket Propulsion Fundamentals,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1019?entityType=Course&reportId=422
MMED 820,Medicine Inpatient I Clerkship,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/501?entityType=Course&reportId=422
MMMM 501,Molecular Basis of Infection,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/513?entityType=Course&reportId=422
MMMM 502,Molecular Basis of Cancer,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/502?entityType=Course&reportId=422
MMMM 503,Bioethics in Research: Principles and Practice,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/504?entityType=Course&reportId=422
MMMM 504,Molecular Basis of Genetic Disease,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/509?entityType=Course&reportId=422
MMMM 507,Critical Analysis of the Contemporary Concepts in Molecular Medicine,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/514?entityType=Course&reportId=422
MMMM 508,Molecular Immunology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/505?entityType=Course&reportId=422
MMMM 509,From the Bench to the Bedside: Drug Development and Clinical Trials,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/506?entityType=Course&reportId=422
MMMM 511,Research Methods in Molecular Biomedicine,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/510?entityType=Course&reportId=422
MMMM 513,Molecular Basis of Neurological Disorders,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/512?entityType=Course&reportId=422
MMMM 603,Recombinant Drugs,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/507?entityType=Course&reportId=422
MMMM 605,Developmental Biology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/511?entityType=Course&reportId=422
MMMM 610,Natural Drugs,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/503?entityType=Course&reportId=422
MMMM 690,Master Research Project,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/508?entityType=Course&reportId=422
